overview,imdbId
mrs  anna leonowens and her son louis arrive in bangkok  where she has contracted to teach english to the children of the royal household  she threatens to leave when the house she had been promised is not available  but falls in love with the children ,0049408
set in the changing world of the late 1960 s  susanna kaysen s prescribed  short rest  from a psychiatrist she had met only once becomes a strange  unknown journey into alice s wonderland  where she struggles with the thin line between normal and crazy  susanna soon realizes how hard it is to get out once she has been committed  and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside ,0172493
professional daredevil and white suited hero  the great leslie  convinces turn of the century auto makers that a race from new york to paris  westward across america  the bering straight and russia  will help to promote automobile sales  leslie s arch rival  the mustached and black attired professor fate vows to beat leslie to the finish line in a car of fate s own invention ,0059243
uncle remus draws upon his tales of brer rabbit to help little johnny deal his confusion over his parents  separation as well as his new life on the plantation ,0038969
get ready for the wildest adventure of a lifetime in the most ambitious production ever brought to film  earning a 1967 academy award nomination for best picture  this dazzling fantasy turns both ordinary and exotic animals into talking  dancing and singing sensations  rex harrison is unforgettable in this inspiring adaptation of hugh lofting s classic stories step into the english country home of the good doctor as he performs remarkable treatments on the wildest variety of patients you could imagine  discover his secret cures and watch with wide eyed excitement as he and his four legged  fine feathered friends charm their way into your heart ,0061584
the tragic story of world renowned cellist jacqueline du pre  as told from the point of view of her sister  flautist hilary du pre finzi ,0150915
austrian mountaineer  heinrich harrer journeys to the himalayas without his family to head an expedition in 1939  but when world war ii breaks out  the arrogant harrer falls into allied forces  hands as a prisoner of war  he escapes with a fellow detainee and makes his way to llaso  tibet  where he meets the 14 year old dalai lama  whose friendship ultimately transforms his outlook on life ,0120102
semi autobiographical film directed by franco zeffirelli  telling the story of young italian boy luca s upbringing by a circle of english and american women  before and during world war ii ,0120857
youthful father chuck o malley  bing crosby  led a colourful life of sports  song  and romance before joining the roman catholic clergy  after being appointed to a run down new york parish   o malley s worldly knowledge helps him connect with a gang of boys looking for direction  eventually winning over the aging  conventional parish priest  barry fitzgerald  ,0036872
a young girl comes to an embittered town and confronts its attitude with her determination to see the best in life ,0054195
follow a group of international journalists into the heart of the once cosmopolitan city of sarajevo--now a danger zone of sniper and mortar attacks where residents still live  while reporting on an american aid worker who's trying to get children out of the country  a british correspondent decides to take an orphaned girl home to london ,0120490
a two hour battlestar galactica special that tells the story of the battlestar pegasus several months prior to it finding the galactica ,0991178
a mysterious suicide and a series of unmanned robot run aways sparks off a police investigation into the suspicious software on board thousands of industrial robots around tokyo ,0100339
walter lee younger is a young man struggling with his station in life  sharing a tiny apartment with his wife  son  sister and mother  he seems like an imprisoned man  until  that is  the family gets an unexpected financial windfall   ,0055353
two young men are seriously affected by the vietnam war  one of them has always been obsessed with birds   but now believes he really is a bird  and has been sent to a mental hospital  can his friend help him pull through ,0086969
coming of age feature  set in a new south wales country town in the 1960s  about a 15 year old boy  it follows his loves and how he copes with life s problems such as death and departure ,0094347
jumpei niki  a tokyo based entomologist and educator  is in a poor seaside village collecting specimens of sand insects  as it is late in the day and as he has missed the last bus back to the city  some of the local villagers suggest that he spend the night there  they offering to find him a place to stay ,0058625
oliver deuce  a successful doctor  is shattered when his wife is killed in a freak car accident involving a car being driven by alba bewick colliding with a very large rare bird  his twin brother oswald is researching how carcasses decay at the local zoo  alba survives the accident although she loses one leg  and her sinister physician eventually removes the other  because it looked so sad all alone   oswald and oliver become involved in a menage a trois with alba  and uncover very dubious trafficking in zoo property  but ultimately their only goal is to try and understand their mortal condition ,0090366
beyond the mat is a 1999 professional wrestling documentary  directed by barry w  blaustein  the movie focuses on the lives of professional wrestlers outside of the ring  especially mick foley  terry funk  and jake roberts  the film heavily focuses on the world wrestling federation  wwf   often criticizing it and its chairman vince mcmahon  it also follows extreme championship wrestling  it s rise in popularity  and many other independent wrestlers and organizations ,0218043
a film about the life and career of the early rock and roll star ,0077280
australian journalist guy hamilton travels to indonesia to cover civil strife in 1965  there  on the eve of an attempted coup  he befriends a chinese australian photographer with a deep connection to and vast knowledge of the indonesian people and also falls in love with a british national ,0086617
a stage production of hamlet filmed at the lunt fontanne theatre in new york ,0058175
the minus man is a 1999 film based on the novel by lew mccreary  it was directed by hampton fancher  who also wrote the screenplay  the film centers on a psychotic killer whom fancher describes as  a cross between psycho s norman bates  melville s billy budd and being there s chauncey gardner ,0151582
david byrne walks onto the stage and does a solo  psycho killer   jerry harrison  tina weymouth and chris frantz join him for two more songs  the crew is busy  still setting up  then  three more musicians and two back up singers join the band  everybody sings  plays  harmonizes  dances  and runs  in this concert film  the talking heads hardly talk  don t stop  and always make sense ,0088178
filmed during the german occupation  this french milestone centers around the theatrical life of a beautiful courtesan and the four men who love her  voted the  best french film in history  by the french film academy in 1990 ,0037674
a gambler and a prostitute become business partners in a remote old west mining town  and their enterprise thrives until a large corporation arrives on the scene ,0067411
a true story of politics and art in the 1930s usa  centered around a leftist musical drama and attempts to stop its production ,0150216
after their production  princess ida  meets with less than stunning reviews  the relationship between gilbert and sullivan is strained to breaking  their friends and associates attempt to get the two to work together again  which opens the way to  the mikado   one of the duo s greatest successes ,0151568
marshall jed cooper survives a hanging  vowing revenge on the lynch mob that left him dangling  to carry out his oath for vengeance  he returns to his former job as a lawman  before long  he s caught up with the nine men on his hit list and starts dispensing his own brand of wild west justice ,0061747
desperate characters stake their fortune on a depression era dance marathon ,0065088
lovely linda mason has crooner jim hardy head over heels  but suave stepper ted hanover wants her for his new dance partner after femme fatale lila dixon gives him the brush  jim s supper club  holiday inn  is the setting for the chase by hanover and manager danny reed  the music s the thing ,0034862
a first year law student struggles with balancing his coursework and his relationship with the daughter of a stern professor ,0070509
frankie is a heroin addict and sits in prison  he wants a different life but the rehabilitation isn't as easy as he had thought  director otto preminger films one of the first social studies of an addict in this 1955 film ,0048347
the los angeles punk music scene circa 1980 is the focus of this film  with alice bag band  black flag  catholic discipline  circle jerks  fear  germs  and x ,0082252
this flick interviews up and coming glam bands who made their home in the l a  scene  also interviewed are some of the genre s idols including kiss  aerosmith  alice cooper  poison  megadeth  lemmy from motorhead and of course  ozzy  also  spotlighted performances from bands such as faster pussycat  odin  london  nikki sixx s old band   seduce and megadeth  the movie s range of topics include groupies  alcoholism  drugs  the glam image and why it attracted so many people from many walks of life  the movie s funniest  and saddest  segment includes filmmaker penelope spheeris s attempt to interview a w a s p  guitarist in his pool  drunk as a skunk and with his mom sitting right there ,0094980
an alien slave crashes lands in new york city while being pursued by two men in black bounty hunters  his attempt to find a place for himself on earth parallels that of the immigrant experience ,0087004
as youths  andy mcgee  david keith  and his future wife  vicky  heather locklear   participated in secret experiments  allowing themselves to be subjected to mysterious medical tests  years later  the couple s daughter  charlie  drew barrymore   begins to exhibit the ability of setting fires solely with her mind  this volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as  the shop  ,0087262
cool black private eye john shaft is hired by a crime lord to find and retrieve his kidnapped daughter ,0067741
miriam and john are an elegant couple with a dark secret  they are vampires  feeding on human blood  miriam has lived for over 2000 years  she gave her lover the gift of eternal life and together they hunt  but john begins aging rapidly  he seeks the help of dr  sarah roberts  miriam is immediately drawn to sarah  desiring her as her next immortal companion   ,0085701
novalee nation is a 17 year old tennessee transient who has to grow up in a hurry when she s left pregnant and abandoned by her boyfriend on a roadside in sequoyah  okla   and takes refuge in the friendly aisles of wal mart  in short order  some eccentric  kindly strangers  adopt  novalee and her infant daughter  helping them buck the odds and build a new life ,0198021
jason staebler lives on the boardwalk and fronts for the local mob in atlantic city  he is a dreamer  who asks his brother david  a radio personality from philadelphia to help him build a paradise on a pacific island  yet another of his get rich quick schemes  but luck is against them both and the game ends badly   real life reduced to radio drama ,0068805
directed by martin davidson and stephen verona  the lords of flatbush is a low budget film starring perry king  henry winkler and sylvester stallone  who also wrote additional dialog   set in the late 1950s  the coming of age story follows four brooklyn teenagers known as the lords of flatbush  the lords chase girls  steal cars  play pool and hang out at a local malt shop  the film focuses on chico  king  attempting to win over jane  susan blakely   a girl who wants little to do with him  and stanley  stallone   who impregnates his girlfriend frannie  who wants him to marry her ,0071772
this film is the story of the spectacular life and violent death of british playwright joe orton ,0093776
this gripping adaptation of the jerome lawrence robert e  lee play examines an issue that still causes great controversy  the role religion should play in the schools ,0053946
two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter ,0217756
three stories are connected by a memphis hotel and the spirit of elvis presley ,0097940
shakes plods about his duties as party clown  and uses all of his free time getting seriously drunk  binky  another clown  wins the spot on a local kiddie show  which depresses shakes even more  and his boss threatens him with unemployment if he can t get his act under control ,0102898
jack and caroline are a couple making a decent living when jack suddenly loses his job  they agree that he should stay at home and look after the house while caroline works  it s just that he s never done it before  and really doesn t have a clue   ,0085970
in this film made over ten years  filmmaker barbara sonneborn goes on a pilgrimage to the vietnamese countryside where her husband was killed  she and translator  and fellow war widow  xuan ngoc nguyen explore the meaning of war and loss on a human level  the film weaves interviews with vietnamese and american widows into a vivid testament to the legacy of war ,0181786
a group of men hire some prostitutes and go to a villa in the countryside  there  they engage in group sex and resolve to eat themselves to death ,0070130
two talented song and dance men team up after the war to become one of the hottest acts in show business ,0047673
wealthy mary haines is unaware her husband is having an affair with shopgirl crystal allen  sylvia fowler and edith potter discover this from a manicurist and arrange for mary to hear the gossip  on the train taking her to a reno divorce mary meets the countess and miriam  in an affair with fowler s husband   while they are at lucy s dude ranch  fowler arrives for her own divorce and the countess meets fifth husband to be buck  back in new york  mary s ex is now unhappily married to crystal who is already in an affair with buck ,0032143
as a parting shot  fired reporter ann mitchell prints a fake letter from unemployed  john doe   who threatens suicide in protest of social ills  the paper is forced to rehire ann and hires john willoughby to impersonate  doe   ann and her bosses cynically milk the story for all it s worth  until the made up  john doe  philosophy starts a whole political movement ,0033891
a new york girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged ,0116242
in 1600  nobleman orlando inherits his parents  house  thanks to queen elizabeth i  who commands the young man to never change  after a disastrous affair with russian princess sasha  orlando looks for solace in the arts before being appointed ambassador to constantinople in 1700  where war is raging  one morning  orlando is shocked to wake up as a woman and returns home  struggling as a female to retain her property as the centuries roll by ,0107756
during the 1980s  uptight ted boynton is a salesman working in the barcelona office of a chicago based company  he receives an unexpected visit from his cousin fred  a naval officer who has come to spain on a public relations mission for a u s  fleet  not exactly friends in the past  ted and fred strike up relationships with women in the spanish city and experience conflicts    ted with his employer  and fred with the barcelona community ,0109219
a young russian boy  thomas minton  travels to new york as a passenger on a russian freighter  close to ellis island he gets off and thus starts his journey to america the same way as all immigrants in former times  thomas is searching for the family of one of his ancestors  who had emigrated decades ago  but once sent a letter home together with a sample of his new profession  3d photography  the boy follows his relative s traces by counter checking the old 3d photographs of new york  using an antique viewer  with the same places and how they look today  this way  the audience gets to see the big apple in former times as well as today ,0112286
a sinister tale of genius gone wrong  the young poisoner s handbook chronicles a young man s descent into madness against the absurd backdrop of suburban english life  hugh o conor plays graham young  a schoolboy from the london suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder ,0115033
gregory invites seven friends to spend the summer at his large  secluded 19th century home in upstate new york  the seven are  bobby  gregory s  significant other   who is blind but who loves to explore the home s garden using his sense of touch; art and perry  two  yuppies  who drive a volvo and who celebrate their 14th anniversary together that summer; john  a dour expatriate briton who loathes his twin brother james; ramon  john s  companion   who is physically attracted to bobby and immediately tries to seduce the blind man; james  a cheerful soul who is in the advanced stages of aids; and buzz  a fan of traditional broadway musicals who is dealing with his own hiv positive status ,0119578
a man  richard roxburgh  the australian government blames for 1990s political woes blames his mother  judy davis   a communist stalin seduced in 1951 ,0115886
a chronicle of new york city s drag scene in the 1980s  focusing on balls  voguing and the ambitions and dreams of those who gave the era its warmth and vitality ,0100332
the story of three men from completely different tracks who all meet in a louisiana prison cell and eventually begin an awkward journey together ,0090967
an anthology of 5 different cab drivers in 5 american and european cities and their remarkable fares on the same eventful night ,0102536
a couple and their 12 year old son move into a giant house for the summer  things start acting strange almost immediately  it seems that every time some gets hurt on the grounds the beat up house seems to repair itself ,0074258
isaac geldhart is a holocaust survivor who  overcome by grief at the recent death of his wife  seems determined to run his publishing firm into the ground by printing books that have no hope of financial success  his son aaron  who also works at the company  grows frustrated with isaac s emotional decline and attempts to take over the firm  the resulting crisis involves isaac s other two children  his daughter sarah and his dying son martin ,0117773
in august 1970  600 000 fans flocked to the isle of wight to witness the third and final festival to be held on the island  besides the music  they also got a look at the greed  cynicism and corruption that would plague the music industry for years to come  they also witnessed the final  drugged out performance of jimi hendrix in england just two weeks before he would meet a tragic death  when it all was over  the fans view of rock and roll was never the same ,0117028
a young seminarian rattles the established order at a catholic parish run by an older pastor   tcm com ,0087688
a sparkling comedic chronicle of a middle class young man's romantic misadventures among new york city's debutante society  stillman's deft  literate dialogue and hilariously highbrow observations earned this debut film an academy award nomination for best original screenplay  alongside the wit and sophistication  though  lies a tender tale of adolescent anxiety ,0100142
a psychiatrist tells two stories  one of a transvestite  glen or glenda   the other of a pseudohermaphrodite  alan or anne  ,0045826
set fifteen years after the original film  the exorcist iii centers around the philosophical lieutenant william f  kinderman who is investigating a baffling series of murders around georgetown that all contain the hallmarks of the gemini  a deceased serial killer  it eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak  claiming he is the the gemini and detailing the murders  but bears a striking resemblance to father damien karras ,0099528
take a wee bit of ancient folklore  mix in some spectacular special effects and a magical cast  including sean connery     and you ve got one of the most enchanting fantasies of all time  a frisky old storyteller named darby o gill is desperately seeking the proverbial pot of gold  there s just one tiny thing standing in his way  a 21 inch leprechaun named king brian  in order to get the gold  darby must match his wits against the shrewd little trickster    which proves no small task  indeed  fall under the spell of darby o gill and the little people for a fun filled evening of magic  mirth  and nonstop shenanigans ,0052722
the story involves rose chismore s youth  she flashes back and remembers her coming of age  her recollections are sometimes less than sweet  particularly those of her troubled and alcoholic step father  her memories of robin  her first love  are much happier and she also recalls her colorful aunt starr    who s visit is fun but also detrimental to her family s health  the setting of 1950s las vegas  bomb testing is increasingly significant to the development of the story ,0090934
wilbur the pig is scared of the end of the season  because he knows that come that time  he will end up on the dinner table  he hatches a plan with charlotte  a spider that lives in his pen  to ensure that this will never happen ,0070016
milly and louis  and their recently widowed mom  charlene  move to a new neighborhood  once there  they all deal with a variety of personal problems  but milly finds a friend in eric  her autistic next door neighbor  eric has a fascination with flight  and as the story progresses  he exerts an enthralling force of change on all those around him ,0090768
in california  an old man  bela lugosi  grieves the loss of his wife  vampira  and on the next day he also dies  however  the space soldier eros and her mate tanna use an electric device to resurrect them both and the strong inspector clay  tor johnson  that was murdered by the couple  their intention is not to conquest earth but to stop mankind from developing the powerful bomb  solobonite  that would threaten the universe  when the population of hollywood and washington dc sees flying saucers on the sky  a colonel  a police lieutenant  a commercial pilot  his wife and a policeman try to stop the aliens ,0052077
guests at a posh berlin hotel struggle through scandal and heartache ,0022958
it s the hope that sustains the spirit of every gi  the dream of the day when he will finally return home  for three wwii veterans  the day has arrived  but for each man  the dream is about to become a nightmare  captain fred derry is returning to a loveless marriage; sergeant al stephenson is a stranger to a family that s grown up without him; and young sailor homer parrish is tormented by the loss of his hands  can these three men find the courage to rebuild their world  or are the best years of their lives a thing of the past ,0036868
james is a new speech teacher at a school for the deaf  he falls for sarah  a pupil who decided to stay on at the school rather than venture into the big bad world  she shuns him at first  refusing to read his lips and only using signs  will her feelings change over time ,0090830
when a woman is convicted of murder  one of the jurors selected to serve on the murder trial jury believes the accused  an aspiring actress  is innocent of the crime and takes it upon himself to apprehend the real killer ,0021165
a london landlady suspects her mysterious new lodger may be the avenger who is killing blonde women ,0017075
while attending a retrospect of his work  a filmmaker recalls his life and his loves  the inspirations for his films ,0081554
after the suicide of her only friend  rachel has never felt more on the outside  the one person who reached out to her  jessie  also happens to be part of the popular crowd that lives to torment outsiders like her  but rachel has something else that separates her from the rest  a secret amazing ability to move things with her mind  sue snell  the only survivor of carrie white s rampage twenty two years ago  may hold the key to helping rachel come to terms with her awesome  but unwanted power  but as rachel slowly learns to trust  a terrible trap is being laid for her  and making her angry could prove to be fatal ,0144814
three losers  eddie  lucas and mamet  are sent to collect some debt at a remote farm  but the thugs there are too hard for them  and they are humiliated  they return for revenge  it gets out of hand  ends with a bloodbath and they are left with a big amount of cocaine  the drugs belong to local mob boss horace burke  who sends his son to find them  cops are also after them ,0119656
francis and blake falls are siamese twins who live in a neat little room in a rundown hotel  while sharing some organs  blake is always fit and francis is very sickly  into their world comes a young lady  who turns their world upside down  she gets involved with blake  and convinces the two to attend a halloween party  where they can pass themselves off as wearing a costume  eventually francis becomes really ill  and they have to be separated  they then face the physical and mental strains that come from their proposed separation ,0162830
black comedy about a young man who creates a carnivorous plant and must kill in order to feed it ,0054033
two business executives  one an avowed misogynist  the other recently emotionally wounded by his love interest  set out to exact revenge on the female gender by seeking out the most innocent  uncorrupted girl they can find and ruining her life ,0119361
the young businessman thomas crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job  however crown is soon betrayed yet cannot blow his cover because he's in love ,0063688
savannah lawyer rick magruder is at a party celebrating his courtroom victory defending a cop killer when a member of the catering staff  mallory doss  discovers her car has been stolen  having had a few drinks  magruder offers to give her a lift home  a decision that turns into a one night stand  rick soon learns that her nut case father  dixon  seems to have begun threatening her again  rick puts the force of his law firm behind mallory  who he barely knows  has dixon picked up by the police  and subpoenas the girl s belligerent ex husband  pete  to testify against the old man  dixon is put away in an asylum  however  he soon escapes  putting the lives of everyone who conspired against him in jeopardy ,0119196
ludovic is a small boy who cross dresses and generally acts like a girl  talks of marrying his neighbor s son and can not understand why everyone is so surprised about it  his actions lead to problems for him and his family ,0119590
jackie o is anxiously awaiting the visit of her brother home for thanksgiving  but isn t expecting him to bring a friend  she s even more shocked to learn that this friend is his fiance  it soon becomes clear that jackie kennedy s obsession is nothing compared to her obsession with her brother  as it also becomes clear she isn t the only member of the family with problems  ,0119324
satan worshiper prince prospero invites the local nobility to his castle for protection against an oncoming plague  the red death  he orders his guests to attend a masked ball and  amidst an atmosphere of debauchery and depravity  notices the entry of a hooded stranger dressed all in red  believing the figure to be his master  satan  prospero is horrified at the revelation of his true identity ,0058333
after rocker kurt cobain s death  ruled a suicide  a film crew arrives in seattle to make a documentary  director nick broomfield talks to lots of people  portraits emerge  a shy  slight kurt  weary of touring  embarrassed by fame  hooked on heroin; an out going courtney  dramatic  controlling  moving from groupie to star ,0138563
low budget superhero flick about a young man given a mystical medallion by a south american shaman  in order to become a puma  empowered champion like his father before him  in trying to locate the young man initially  the shaman has the nasty habit of pushing candidates out windows to test them ,0081693
north korea s 8th special forces hijacks a shipment of ctx  a potent new liquid explosive  and threatens south korea as part of a plot to re unify the two countries ryu and lee  special agents of o p   south korea s secret intelligence service  attempt to track down the terrorists and find the ctx  meanwhile hee  the 8th s ultra bad female sniper  resurfaces to wreak havoc and haunt ryu ,0192657
during the war in afghanistan a soviet tank crew commanded by a tyrannical officer find themselves lost and in a struggle against a band of mujahadeen guerrillas in the mountains ,0094716
in the year 2025  the ozone layer is believed to have been destroyed  it is up to macleod and rameriz to set things right  opposition comes from both the planet ziest  macleod and ramirez s homeworld  and a corporation profiting from the supposed lack of ozone  also  flashbacks show the story behind macleod and ramirez s exile from ziest ,0102034
max kirkpatrick is a cop who protects kate mcquean  a civil law attorney  from a renegade kgb team out to terminate her,0113010
a veteran grifter takes a young  attractive woman under his wing  but things get complicated when they become romantically involved ,2381941
arriving in moscow  chechen veteran danila  sergei bodrov jr  meets konstantin  an old friend who tells him that his twin brother has been forced into signing a crooked contract with a us ice hockey team  soon after this meeting  danila discovers konstantin dead and he sets out to avenge his death; a journey that leads him to chicago and a whole new experience ,0238883
hubert is a french policeman with very sharp methods  after being forced to take 2 months off by his boss  who doesn t share his view on working methods  he goes back to japan  where he used to work 19 years ago  to settle the probate of his girlfriend who left him shortly after marriage without a trace ,0281364
a prequel to the first two underworld films  this fantasy explains the origins of the feud between the vampires and the lycans  aided by his secret love  sonja  courageous lucian leads the lycans in battle against brutal vampire king viktor  determined to break the king s enslavement of his people  lucian faces off against the death dealer army in a bid for lycan independence ,0834001
the apache indians have reluctantly agreed to settle on a us government approved reservation  not all the apaches are able to adapt to the life of corn farmers  one in particular  geronimo  is restless  pushed over the edge by broken promises and necessary actions by the government  geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture  whi,0107004
soap actress may alice culhane is paralyzed from the waist down in an accident  she returns to her old home in louisiana  where she proceeds to drink quite steadily and to drive away five personal attendants in the first twenty minutes of the movie  then she meets with chantelle  whose stubbornness matches her own    if only because chantelle  herself a recovering cocaine addict  cannot afford to lose this job  their mutual dislike gradually develops into an armed truce as the two women deal with their own problems and with each others  ,0105107
 citizen ruth  is the story of ruth stoops  a woman who nobody even noticed    until she got pregnant  now  everyone wants a piece of her  the film is a comedy about one woman caught in the ultimate tug of war  a clash of wild  noisy  ridiculous people that rapidly dissolves into a media circus ,0115906
smilla jaspersen  half danish  half greenlander  attempts to understand the death of a small boy who falls from the roof of her apartment building  suspecting wrongdoing  smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to greenland  scenes from the film were shot in copenhagen and western greenland  the film was entered into the 47th berlin international film festival  where director bille august was nominated for the golden bear ,0120152
a woman and her new husband returns to her hometown roots in coastal northern florida  and must deal with family  business  and encroaching real estate development ,0286179
monty python live at the hollywood bowl is a 1982 concert film in which the monty python team perform many of their greatest sketches at the hollywood bowl  including several pre python ones ,0084352
following the success of the 1979 show and the financial benefits accruing to amnesty from the spin off movie  tv special and record albums - cleese  lewis and walker planned the next show to be a more spectacular event  cleese focused on broadening the comedic talent to be presented at the show  in addition to the amnesty show stalwarts drawn from the oxbridge monty python beyond the fringe orbit  he invited newcomers such as rowan atkinson's colleagues from the bbc tv show not the nine o clock news including pamela stephenson and griff rhys jones; comedian victoria wood and regional comic jasper carrott  lewis secured a return appearance by billy connolly and a debut appearance by  alternative  comedian alexei sayle who lewis had recently discovered and was managing  building on the success of pete townshend s 1979 appearance lewis recruited other rock musicians to perform at the 1981 show including sting  phil collins  eric clapton  jeff beck  donovan and bob geldof ,0084648
thirty year old hlynur still lives with his mother and spends his days drinking  watching porn and surfing the net while living off unemployment checks  a girl is interested in him  but he stands back from commitment  his mother s spanish flamenco teacher  lola  moves in with them for christmas  on new year s eve  while his mother is away  hlynur finds out lola is a lesbian  but also ends up having sex with her  he soon finds out he and his mother are sharing more than a house  eventually he must find out where he fits into the puzzle  and how to live life less selfishly ,0237993
determined to have a normal family life once his mother gets out of prison  a scottish teenager from a tough background sets out to raise the money for a home ,0313670
jack nicholson s portrait of union leader james r  hoffa  as seen through the eyes of his friend  bobby ciaro  danny devito   the film follows hoffa through his countless battles with the rta and president roosevelt all the way to a conclusion that negates the theory that he disappeared in 1975 ,0104427
a bush pilot is hired for $250 000 to go to mexico to free an innocent prisoner ,0072737
a rather incoherent post breakup sex pistols  documentary   told from the point of view of pistols manager malcolm mclaren  whose  arguable  position is that the sex pistols in particular and punk rock in general were an elaborate scam perpetrated by him in order to make  a million pounds  ,0080813
a group of high school friends discover that they are in the presence of a killer  one of them  samson  has murdered his girlfriend jamie  he brags to his friends about killing her  and when they discover he is telling the truth  their reactions vary ,0091860
a british spy is banished to panama after having an affair with an ambassador s mistress  once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in panama  the tailor also has a wife  who works for the panamanian president and a huge debt  the mission is to learn what the president intends to do with the canal ,0236784
a second rated journalist from the us tries his luck in el salvador during the military dictatorship in the 1980s ,0091886
saxophone player charlie parker comes to new york in 1940  he is quickly noticed for his remarkable way of playing  he becomes a drug addict but his loving wife chan tries to help him ,0094747
two new york cops get involved in a gang war between members of the yakuza  the japanese mafia  they arrest one of their killers and are ordered to escort him back to japan  in japan  however  he manages to escape  as they try to track him down  they get deeper and deeper into the japanese mafia scene and they have to learn that they can only win by playing the game the japanese way ,0096933
ray tango and gabriel cash are narcotics detectives who  while both being extremely successful  can t stand each other  crime lord yves perret  furious at the loss of income that tango and cash have caused him  frames the two for murder  caught with the murder weapon on the scene of the crime  the two have no alibi  thrown into prison with most of the criminals they helped convict  it appears that they are going to have to trust each other if they are to clear their names and catch the evil perret ,0098439
a serial killer brutally slays and dismembers several gay men in new york s s m and leather districts  the young police officer steve burns is sent undercover onto the streets as decoy for the murderer  working almost completely isolated from his department  he has to learn and practice the complex rules and signals of this little society ,0080569
fritz  now married and with a son  is desperate to escape from the domestic hell he now finds himself in  lighting up a joint  he begins to dream about his eight other lives  hoping to find one that will provide a pleasant distraction ,0071913
as the only relative to take over the royal throne  a down on his luck american slob must learn the ways of the english ,0102216
an infamous terrorist has evaded capture for a long time by being extremely clever and ruthless  things get interesting when he hijacks a plane carrying famous security expert john cutter  who isn t about to stand this sort of thing ,0105104
harry sanborn is an aged music industry exec with a fondness for younger women like marin  his latest trophy girlfriend  things get a little awkward when harry suffers a heart attack at the home of marin s mother  erica  left in the care of erica and his doctor  a love triangle starts to take shape ,0337741
ford  mr  rock n  roll detective  fairlane is experiencing problems  and it s not with the opposite sex  one of them is that all the rock stars pay him with drum sticks  koala bears  food processors and bicycle shorts  another one of them is that all his employers that want him to find a girl named zuzu petals get killed  why didn t he become a fisherman s detective instead ,0098987
super fly is a cocaine dealer who begins to realize that his life will soon end with either prison or his death  he decides to build an escape from the life by making his biggest deal yet ,0069332
an intimate look at the woodstock music &amp; art festival held in bethel  ny in 1969  from preparation through cleanup  with historic access to insiders  blistering concert footage  and portraits of the concertgoers; negative and positive aspects are shown  from drug use by performers to naked fans sliding in the mud  from the collapse of the fences by the unexpected hordes to the surreal arrival of national guard helicopters with food and medical assistance for the impromptu city of 500 000 ,0066580
remake of the michael caine classic  jack carter  a mob enforcer living in las vegas  travels back to his hometown of seattle for his brother s funeral  during this visit  carter realizes that the death of his brother was not accidental  but a murder  with this knowledge  carter sets out to kill all those responsible ,0208988
it s the lawless future  and renegade biker harley davidson  mickey rourke  and his surly cowboy buddy  marlboro  don johnson   learn that a corrupt bank is about to foreclose on their friend s bar to further an expanding empire  harley and marlboro decide to help by robbing the crooked bank  but when they accidentally filch a drug shipment  they find themselves on the run from criminal financiers and the mob in this rugged action adventure ,0102005
while on a journey of discovery in exotic india  beautiful young ruth barron falls under the influence of a charismatic religious guru  her desperate parents then hire pj waters  a macho cult de programmer who confronts ruth in a remote desert hideaway  but pj quickly learns that he s met his match in the sexy  intelligent and iron willed ruth ,0144715
two drifters  one a gentle but slow giant  try to make money working the fields during the depression so they can fulfill their dreams ,0105046
the family of raymond  his wife val and her brother billy live in working class london district  also in their family is val and billy s mother janet and grandmother kath  billy is a drug addict and raymond kicks him out of the house  making him live on his own  raymond is generally a rough and even violent person  and that leads to problems in the life of the family ,0119792
based on the novel by the same name from nicholas evans  the talented robert redford presents this meditative family drama set in the country side  redford not only directs but also stars in the roll of a cowboy with a magical talent for healing ,0119314
years have passed since the three musketeers  aramis  athos and porthos  have fought together with their friend  d artagnan  but with the tyrannical king louis using his power to wreak havoc in the kingdom while his twin brother  philippe  remains imprisoned  the musketeers reunite to abduct louis and replace him with philippe ,0120744
jesse has to get out of las vegas quickly  and steals a car to drive to l a  on the way he shoots a police man  when he makes it to l a  he stays with monica  a girl he has only known for a few days  as the film progresses  the police get closer to him  and the crimes escalate ,0085276
 dirty  harry calahan is a san francisco police inspector on the trail of a group of rogue cops who have taken justice into their own hands  when shady characters are murdered one after another in grisly fashion  only dirty harry can stop them ,0070355
awkward teenager charlie bartlett  anton yelchin  has trouble fitting in at a new high school  charlie needs some friends fast  and decides that the best way to find them is to appoint himself the resident psychiatrist  he becomes one of the most popular guys in school by doling out advice and  occasionally  medication  to the student body ,0423977
inspired by real events  this ribald comedy pits an unlikely gang of students against their principal after she bars safe sex activities on campus  protesting principal weller s muzzling of free speech  the teens stage a bold and hilarious rebellion ,0408961
